id,categoria,segmento,edad,nivel_educativo,estado_civil,Genero,PAC,contrato,estrato,grupo_edad
27233,A,Segemnto_Basico,47,primaria,viudo,M,3,4,,46-55
27234,A,Segemnto_Basico,33,secundaria,separado,F,2,4,,26-35
27235,A,Segemnto_Basico,50,primaria,separado,M,3,3,,46-55
27236,B,Segmento_Medio,21,secundaria,separado,M,2,4,,18-25
27237,B,Segmento_Medio,62,tecnico_tecnologico,soltero,F,1,1,,56-65
27238,B,Segmento_Medio,25,secundaria,soltero,M,2,4,,18-25
27239,A,Segemnto_Basico,42,secundaria,casado,F,2,2,,36-45
27240,B,Segmento_Medio,38,secundaria,casado,M,2,1,,36-45
27241,A,Segemnto_Basico,45,primaria,separado,M,3,1,,36-45
27242,B,Segmento_Medio,44,tecnico_tecnologico,casado,F,1,4,,36-45
27243,A,Segemnto_Basico,32,secundaria,separado,F,2,1,,26-35
27244,A,Segemnto_Basico,51,primaria,casado,M,3,1,,46-55
27245,A,Segemnto_Basico,46,primaria,soltero,M,3,4,,46-55
27246,A,Segemnto_Basico,61,primaria,soltero,M,3,2,,56-65
27247,A,Segemnto_Basico,30,primaria,viudo,F,3,4,,26-35
27248,B,Segmento_Medio,31,tecnico_tecnologico,separado,F,1,2,,26-35
27249,A,Segmento_Joven,18,primaria,soltero,M,3,1,,18-25
27250,A,Segemnto_Basico,27,primaria,viudo,M,3,2,,26-35
27251,B,Segmento_Medio,57,tecnico_tecnologico,soltero,F,1,2,,56-65
27252,A,Segemnto_Basico,35,primaria,separado,F,3,4,,26-35
27253,A,Segemnto_Basico,33,primaria,separado,F,3,2,,26-35
27254,C,Segmento_Alto,61,tecnico_tecnologico,soltero,F,1,3,,56-65
27255,A,Segemnto_Basico,36,secundaria,soltero,F,2,3,,36-45
27256,B,Segmento_Joven,20,secundaria,soltero,M,2,4,,18-25
27257,A,Segemnto_Basico,40,primaria,viudo,M,3,1,,36-45
27258,B,Segmento_Medio,25,tecnico_tecnologico,casado,F,1,4,,18-25
27259,A,Segemnto_Basico,28,primaria,viudo,M,3,1,,26-35
27260,A,Segemnto_Basico,39,primaria,viudo,F,3,3,,36-45
27261,B,Segmento_Medio,55,tecnico_tecnologico,soltero,F,1,1,,46-55
27262,A,Segemnto_Basico,52,primaria,separado,F,3,2,,46-55
27263,B,Segmento_Medio,62,tecnico_tecnologico,soltero,F,1,2,,56-65
27264,A,Segemnto_Basico,42,primaria,soltero,M,3,4,,36-45
27265,A,Segemnto_Basico,55,primaria,soltero,M,3,1,,46-55
27266,A,Segmento_Medio,20,primaria,viudo,M,3,2,,18-25
27267,A,Segemnto_Basico,54,primaria,casado,M,3,2,,46-55
27268,A,Segemnto_Basico,54,primaria,separado,M,3,3,,46-55
27269,A,Segemnto_Basico,51,primaria,soltero,F,3,3,,46-55
27270,A,Segemnto_Basico,60,primaria,soltero,F,3,3,,56-65
27271,A,Segemnto_Basico,43,primaria,casado,M,3,3,,36-45
27272,B,Segmento_Medio,54,tecnico_tecnologico,soltero,F,1,3,,46-55
27273,B,Segmento_Medio,52,tecnico_tecnologico,viudo,F,1,3,,46-55
27274,A,Segemnto_Basico,31,primaria,viudo,M,3,2,,26-35
27275,A,Segmento_Joven,19,primaria,soltero,M,3,1,,18-25
27276,A,Segemnto_Basico,47,primaria,viudo,F,3,1,,46-55
27277,A,Segemnto_Basico,31,primaria,soltero,M,3,4,,26-35
27278,B,Segmento_Joven,22,tecnico_tecnologico,soltero,M,1,1,,18-25
27279,B,Segmento_Medio,44,tecnico_tecnologico,separado,F,1,4,,36-45
27280,B,Segmento_Medio,51,tecnico_tecnologico,soltero,F,1,4,,46-55
27281,B,Segmento_Medio,37,tecnico_tecnologico,soltero,F,1,1,,36-45
27282,B,Segmento_Medio,23,tecnico_tecnologico,viudo,F,1,1,,18-25
27283,A,Segemnto_Basico,39,primaria,soltero,F,3,3,,36-45
27284,B,Segmento_Medio,59,tecnico_tecnologico,soltero,M,1,2,,56-65
27285,A,Segemnto_Basico,51,primaria,soltero,F,3,2,,46-55
27286,A,Segemnto_Basico,44,primaria,casado,F,3,1,,36-45
27287,A,Segemnto_Basico,40,primaria,soltero,M,3,4,,36-45
27288,A,Segemnto_Basico,29,primaria,soltero,F,3,4,,26-35
27289,B,Segmento_Medio,42,tecnico_tecnologico,casado,M,1,3,,36-45
27290,A,Segemnto_Basico,48,primaria,soltero,F,3,3,,46-55
27291,A,Segemnto_Basico,41,primaria,separado,M,3,2,,36-45
27292,A,Segemnto_Basico,43,secundaria,soltero,M,2,4,,36-45
27293,A,Segemnto_Basico,50,primaria,casado,F,3,1,,46-55
27294,A,Segemnto_Basico,36,primaria,soltero,M,3,1,,36-45
27295,A,Segemnto_Basico,43,primaria,separado,F,3,4,,36-45
27296,A,Segemnto_Basico,40,primaria,soltero,M,3,1,,36-45
27297,B,Segmento_Medio,55,tecnico_tecnologico,soltero,M,1,3,,46-55
27298,A,Segmento_Joven,20,primaria,soltero,F,3,3,,18-25
27299,A,Segemnto_Basico,31,primaria,soltero,F,3,3,,26-35
27300,A,Segemnto_Basico,62,primaria,soltero,F,3,3,,56-65
27301,C,Segmento_Medio,57,tecnico_tecnologico,viudo,M,1,2,,56-65
27302,A,Segmento_Medio,20,primaria,separado,F,3,2,,18-25
27303,B,Segmento_Medio,62,tecnico_tecnologico,casado,M,1,3,,56-65
27304,C,Segmento_Medio,18,tecnico_tecnologico,separado,M,1,4,,18-25
27305,B,Segmento_Medio,23,tecnico_tecnologico,separado,M,1,1,,18-25
27306,B,Segmento_Joven,20,secundaria,soltero,F,2,3,,18-25
27307,A,Segmento_Medio,21,primaria,viudo,F,3,3,,18-25
27308,A,Segemnto_Basico,31,primaria,casado,M,3,4,,26-35
27309,A,Segemnto_Basico,62,primaria,separado,F,3,2,,56-65
27310,A,Segemnto_Basico,46,primaria,soltero,F,3,3,,46-55
27311,A,Segemnto_Basico,32,primaria,viudo,M,3,3,,26-35
27312,B,Segmento_Medio,31,secundaria,soltero,F,2,1,,26-35
27313,B,Segmento_Joven,22,tecnico_tecnologico,soltero,F,1,1,,18-25
27314,C,Segmento_Alto,29,tecnico_tecnologico,casado,F,1,4,,26-35
27315,A,Segemnto_Basico,58,primaria,soltero,F,3,3,,56-65
27316,A,Segemnto_Basico,36,primaria,casado,F,3,2,,36-45
27317,B,Segmento_Medio,55,tecnico_tecnologico,soltero,M,1,1,,46-55
27318,A,Segemnto_Basico,49,secundaria,soltero,F,2,4,,46-55
27319,A,Segemnto_Basico,63,primaria,soltero,M,3,3,,56-65
27320,A,Segemnto_Basico,37,primaria,soltero,M,3,3,,36-45
27321,A,Segemnto_Basico,49,primaria,casado,F,3,3,,46-55
27322,B,Segmento_Medio,58,secundaria,soltero,F,2,2,,56-65
27323,A,Segemnto_Basico,34,primaria,separado,F,3,2,,26-35
27324,B,Segmento_Medio,30,tecnico_tecnologico,soltero,F,1,3,,26-35
27325,A,Segemnto_Basico,37,primaria,separado,M,3,4,,36-45
27326,B,Segmento_Joven,23,tecnico_tecnologico,soltero,F,1,3,,18-25
27327,A,Segemnto_Basico,63,primaria,separado,F,3,2,,56-65
27328,A,Segemnto_Basico,30,primaria,soltero,F,3,4,,26-35
27329,A,Segemnto_Basico,27,primaria,casado,M,3,2,,26-35
27330,A,Segemnto_Basico,25,primaria,casado,M,3,4,,18-25
27331,A,Segemnto_Basico,32,primaria,separado,M,3,1,,26-35
27332,A,Segemnto_Basico,39,primaria,casado,M,3,4,,36-45
27333,A,Segemnto_Basico,65,primaria,soltero,F,3,4,,56-65
27334,A,Segemnto_Basico,51,primaria,separado,F,3,3,,46-55
27335,B,Segmento_Medio,45,tecnico_tecnologico,separado,F,1,4,,36-45
27336,A,Segemnto_Basico,29,secundaria,viudo,M,2,4,,26-35
27337,A,Segemnto_Basico,39,primaria,soltero,M,3,4,,36-45
27338,A,Segemnto_Basico,49,primaria,soltero,M,3,3,,46-55
27339,B,Segmento_Medio,27,tecnico_tecnologico,separado,F,1,2,,26-35
27340,A,Segemnto_Basico,41,primaria,soltero,M,3,3,,36-45
27341,A,Segemnto_Basico,58,primaria,soltero,M,3,1,,56-65
27342,B,Segmento_Medio,30,tecnico_tecnologico,soltero,M,1,1,,26-35
27343,B,Segmento_Medio,41,tecnico_tecnologico,viudo,M,1,1,,36-45
27344,A,Segemnto_Basico,41,primaria,soltero,F,3,4,,36-45
27345,A,Segemnto_Basico,26,primaria,viudo,F,3,3,,26-35
27346,B,Segmento_Medio,52,secundaria,soltero,M,2,3,,46-55
27347,A,Segemnto_Basico,64,primaria,casado,M,3,3,,56-65
27348,B,Segmento_Medio,51,secundaria,separado,M,2,4,,46-55
27349,C,Segmento_Joven,21,tecnico_tecnologico,soltero,F,1,1,,18-25
27350,B,Segmento_Joven,23,tecnico_tecnologico,soltero,M,1,3,,18-25
27351,B,Segmento_Joven,20,tecnico_tecnologico,soltero,F,1,2,,18-25
27352,B,Segmento_Medio,41,tecnico_tecnologico,soltero,M,1,4,,36-45
27353,B,Segmento_Medio,32,tecnico_tecnologico,soltero,M,1,1,,26-35
27354,B,Segmento_Medio,49,tecnico_tecnologico,casado,M,1,3,,46-55
27355,A,Segemnto_Basico,28,primaria,soltero,F,3,1,,26-35
27356,A,Segemnto_Basico,49,primaria,soltero,F,3,3,,46-55
27357,B,Segmento_Medio,38,tecnico_tecnologico,separado,F,1,2,,36-45
27358,A,Segemnto_Basico,33,primaria,soltero,F,3,2,,26-35
27359,A,Segemnto_Basico,56,primaria,viudo,F,3,1,,56-65
27360,B,Segmento_Medio,65,tecnico_tecnologico,separado,M,1,2,,56-65
27361,C,Segmento_Medio,64,tecnico_tecnologico,separado,F,1,1,,56-65
27362,A,Segemnto_Basico,38,primaria,soltero,M,3,2,,36-45
27363,B,Segmento_Medio,49,tecnico_tecnologico,soltero,M,1,3,,46-55
27364,A,Segemnto_Basico,26,primaria,soltero,M,3,3,,26-35
27365,B,Segmento_Medio,39,tecnico_tecnologico,viudo,F,1,3,,36-45
27366,B,Segmento_Medio,54,tecnico_tecnologico,soltero,M,1,2,,46-55
27367,A,Segemnto_Basico,60,secundaria,viudo,F,2,1,,56-65
27368,A,Segemnto_Basico,55,primaria,casado,F,3,2,,46-55
27369,A,Segemnto_Basico,54,primaria,soltero,F,3,4,,46-55
27370,A,Segemnto_Basico,40,primaria,viudo,M,3,1,,36-45
27371,A,Segemnto_Basico,30,primaria,soltero,F,3,1,,26-35
27372,A,Segemnto_Basico,63,primaria,soltero,M,3,3,,56-65
27373,B,Segmento_Medio,40,tecnico_tecnologico,casado,M,1,2,,36-45
27374,A,Segemnto_Basico,33,primaria,soltero,F,3,4,,26-35
27375,B,Segmento_Medio,40,secundaria,soltero,F,2,4,,36-45
27376,A,Segemnto_Basico,53,primaria,soltero,F,3,2,,46-55
27377,B,Segmento_Medio,35,tecnico_tecnologico,casado,F,1,3,,26-35
27378,B,Segmento_Medio,46,secundaria,soltero,M,2,1,,46-55
27379,A,Segmento_Joven,24,primaria,soltero,M,3,4,,18-25
27380,A,Segemnto_Basico,41,primaria,soltero,M,3,1,,36-45
27381,A,Segemnto_Basico,44,primaria,viudo,F,3,1,,36-45
27382,B,Segmento_Medio,49,secundaria,casado,F,2,1,,46-55
27383,A,Segemnto_Basico,31,primaria,viudo,F,3,4,,26-35
27384,A,Segemnto_Basico,35,secundaria,viudo,M,2,3,,26-35
27385,A,Segemnto_Basico,50,secundaria,viudo,F,2,3,,46-55
27386,A,Segemnto_Basico,37,primaria,viudo,M,3,2,,36-45
27387,B,Segmento_Medio,47,secundaria,separado,M,2,1,,46-55
27388,A,Segemnto_Basico,46,primaria,viudo,M,3,2,,46-55
27389,B,Segmento_Medio,60,tecnico_tecnologico,casado,F,1,1,,56-65
27390,A,Segemnto_Basico,37,primaria,casado,M,3,1,,36-45
27391,A,Segemnto_Basico,33,primaria,soltero,F,3,2,,26-35
27392,B,Segmento_Joven,21,secundaria,soltero,M,2,3,,18-25
27393,A,Segemnto_Basico,64,primaria,viudo,M,3,2,,56-65
27394,B,Segmento_Joven,19,secundaria,soltero,F,2,3,,18-25
27395,A,Segemnto_Basico,48,primaria,soltero,M,3,3,,46-55
27396,A,Segemnto_Basico,53,primaria,casado,M,3,4,,46-55
27397,A,Segemnto_Basico,31,primaria,casado,F,3,2,,26-35
27398,A,Segemnto_Basico,25,primaria,casado,F,3,1,,18-25
27399,A,Segemnto_Basico,42,primaria,soltero,F,3,3,,36-45
27400,A,Segemnto_Basico,63,primaria,soltero,M,3,2,,56-65
27401,B,Segmento_Medio,26,tecnico_tecnologico,separado,M,1,1,,26-35
27402,A,Segmento_Joven,21,primaria,soltero,F,3,1,,18-25
27403,B,Segmento_Medio,48,tecnico_tecnologico,soltero,M,1,2,,46-55
27404,B,Segmento_Medio,43,tecnico_tecnologico,casado,M,1,3,,36-45
27405,A,Segemnto_Basico,25,primaria,separado,M,3,4,,18-25
27406,A,Segemnto_Basico,29,primaria,separado,F,3,4,,26-35
27407,B,Segmento_Medio,23,tecnico_tecnologico,viudo,F,1,3,,18-25
27408,A,Segemnto_Basico,51,primaria,soltero,F,3,2,,46-55
27409,A,Segemnto_Basico,53,primaria,soltero,F,3,4,,46-55
27410,A,Segemnto_Basico,38,primaria,separado,M,3,1,,36-45
27411,B,Segmento_Medio,42,tecnico_tecnologico,viudo,M,1,1,,36-45
27412,B,Segmento_Medio,64,tecnico_tecnologico,soltero,M,1,4,,56-65
27413,B,Segmento_Medio,58,tecnico_tecnologico,casado,F,1,4,,56-65
27414,C,Segmento_Medio,38,tecnico_tecnologico,viudo,M,1,1,,36-45
27415,B,Segmento_Medio,43,tecnico_tecnologico,separado,M,1,3,,36-45
27416,C,Segmento_Medio,49,tecnico_tecnologico,viudo,F,1,4,,46-55
27417,A,Segemnto_Basico,31,primaria,viudo,F,3,4,,26-35
27418,A,Segemnto_Basico,53,primaria,casado,M,3,2,,46-55
27419,B,Segmento_Medio,40,tecnico_tecnologico,viudo,M,1,1,,36-45
27420,B,Segmento_Medio,21,tecnico_tecnologico,separado,M,1,2,,18-25
27421,B,Segmento_Medio,32,tecnico_tecnologico,viudo,M,1,1,,26-35
27422,A,Segmento_Medio,21,primaria,casado,F,3,1,,18-25
27423,A,Segemnto_Basico,49,primaria,soltero,F,3,3,,46-55
27424,A,Segemnto_Basico,39,primaria,separado,M,3,4,,36-45
27425,B,Segmento_Medio,55,tecnico_tecnologico,casado,F,1,2,,46-55
27426,A,Segemnto_Basico,26,primaria,viudo,M,3,4,,26-35
27427,B,Segmento_Medio,42,secundaria,casado,M,2,4,,36-45
27428,A,Segemnto_Basico,51,primaria,soltero,F,3,3,,46-55
27429,A,Segemnto_Basico,62,primaria,viudo,M,3,3,,56-65
27430,A,Segemnto_Basico,30,primaria,soltero,M,3,2,,26-35
27431,A,Segemnto_Basico,62,primaria,separado,F,3,2,,56-65
27432,A,Segemnto_Basico,64,primaria,viudo,F,3,2,,56-65
27433,A,Segemnto_Basico,40,primaria,casado,M,3,4,,36-45
27434,A,Segemnto_Basico,52,primaria,casado,F,3,2,,46-55
27435,A,Segmento_Medio,20,secundaria,viudo,F,2,4,,18-25
27436,A,Segmento_Medio,18,primaria,casado,M,3,3,,18-25
27437,A,Segemnto_Basico,37,primaria,soltero,F,3,4,,36-45
27438,A,Segemnto_Basico,33,primaria,viudo,M,3,3,,26-35
27439,A,Segemnto_Basico,46,primaria,soltero,F,3,1,,46-55
27440,B,Segmento_Medio,39,tecnico_tecnologico,casado,M,1,3,,36-45
27441,A,Segemnto_Basico,54,primaria,viudo,F,3,1,,46-55
27442,B,Segmento_Medio,26,tecnico_tecnologico,separado,M,1,2,,26-35
27443,A,Segemnto_Basico,63,primaria,viudo,F,3,4,,56-65
27444,B,Segmento_Medio,49,secundaria,soltero,M,2,3,,46-55
27445,A,Segemnto_Basico,25,primaria,separado,M,3,3,,18-25
27446,B,Segmento_Medio,32,secundaria,separado,F,2,1,,26-35
27447,A,Segemnto_Basico,65,primaria,separado,F,3,4,,56-65
27448,A,Segemnto_Basico,62,primaria,soltero,M,3,1,,56-65
27449,A,Segemnto_Basico,47,primaria,separado,M,3,1,,46-55
27450,B,Segmento_Medio,39,tecnico_tecnologico,soltero,M,1,4,,36-45
27451,A,Segemnto_Basico,57,primaria,viudo,M,3,4,,56-65
27452,A,Segmento_Joven,24,primaria,soltero,F,3,3,,18-25
27453,B,Segmento_Medio,30,tecnico_tecnologico,casado,F,1,4,,26-35
27454,B,Segmento_Medio,64,secundaria,viudo,M,2,3,,56-65
27455,B,Segmento_Medio,55,tecnico_tecnologico,casado,M,1,1,,46-55
27456,A,Segemnto_Basico,65,primaria,casado,F,3,1,,56-65
27457,B,Segmento_Medio,54,tecnico_tecnologico,separado,M,1,4,,46-55
27458,B,Segmento_Medio,45,tecnico_tecnologico,soltero,F,1,4,,36-45
27459,A,Segemnto_Basico,26,primaria,soltero,M,3,3,,26-35
27460,B,Segmento_Medio,28,secundaria,soltero,M,2,2,,26-35
27461,B,Segmento_Medio,48,tecnico_tecnologico,viudo,F,1,1,,46-55
27462,A,Segemnto_Basico,55,primaria,soltero,M,3,3,,46-55
27463,B,Segmento_Medio,48,secundaria,separado,M,2,4,,46-55
27464,A,Segemnto_Basico,49,primaria,viudo,M,3,3,,46-55
27465,A,Segemnto_Basico,25,primaria,soltero,M,3,1,,18-25
27466,A,Segemnto_Basico,54,primaria,viudo,F,3,1,,46-55
27467,A,Segemnto_Basico,53,primaria,separado,M,3,2,,46-55
27468,A,Segemnto_Basico,32,primaria,soltero,F,3,4,,26-35
27469,B,Segmento_Medio,62,tecnico_tecnologico,viudo,M,1,3,,56-65
27470,A,Segemnto_Basico,26,primaria,viudo,F,3,3,,26-35
27471,A,Segemnto_Basico,44,secundaria,soltero,M,2,1,,36-45
27472,A,Segemnto_Basico,37,primaria,soltero,M,3,4,,36-45
27473,B,Segmento_Medio,55,secundaria,casado,M,2,2,,46-55
27474,A,Segemnto_Basico,42,primaria,separado,M,3,4,,36-45
27475,A,Segemnto_Basico,29,primaria,soltero,F,3,1,,26-35
27476,B,Segmento_Medio,63,tecnico_tecnologico,soltero,M,1,2,,56-65
27477,A,Segemnto_Basico,65,primaria,separado,F,3,3,,56-65
27478,A,Segemnto_Basico,49,primaria,separado,M,3,3,,46-55
27479,A,Segemnto_Basico,50,primaria,soltero,F,3,1,,46-55
27480,A,Segmento_Medio,22,primaria,separado,M,3,2,,18-25
27481,B,Segmento_Medio,41,tecnico_tecnologico,soltero,M,1,4,,36-45
27482,B,Segmento_Medio,50,tecnico_tecnologico,casado,M,1,2,,46-55
27483,A,Segemnto_Basico,39,primaria,viudo,M,3,2,,36-45
27484,B,Segmento_Medio,41,tecnico_tecnologico,soltero,M,1,2,,36-45
27485,A,Segmento_Medio,18,primaria,separado,M,3,3,,18-25
27486,A,Segemnto_Basico,28,primaria,soltero,M,3,3,,26-35
27487,B,Segmento_Medio,38,tecnico_tecnologico,viudo,F,1,1,,36-45
27488,A,Segemnto_Basico,63,primaria,viudo,M,3,4,,56-65
27489,B,Segmento_Joven,24,tecnico_tecnologico,soltero,M,1,2,,18-25
27490,A,Segemnto_Basico,31,secundaria,soltero,M,2,1,,26-35
27491,A,Segemnto_Basico,43,primaria,separado,M,3,4,,36-45
27492,A,Segemnto_Basico,49,primaria,soltero,M,3,1,,46-55
27493,A,Segmento_Joven,20,primaria,soltero,F,3,3,,18-25
27494,A,Segemnto_Basico,51,primaria,separado,M,3,4,,46-55
27495,A,Segemnto_Basico,52,primaria,separado,F,3,3,,46-55
27496,B,Segmento_Medio,40,tecnico_tecnologico,casado,F,1,3,,36-45
27497,B,Segmento_Medio,19,secundaria,viudo,F,2,3,,18-25
27498,B,Segmento_Medio,32,tecnico_tecnologico,separado,M,1,4,,26-35
27499,B,Segmento_Medio,29,tecnico_tecnologico,soltero,F,1,1,,26-35
27500,B,Segmento_Medio,60,tecnico_tecnologico,casado,M,1,3,,56-65
27501,B,Segmento_Medio,52,tecnico_tecnologico,separado,M,1,1,,46-55
27502,A,Segmento_Medio,19,primaria,casado,M,3,3,,18-25
27503,A,Segmento_Joven,20,primaria,soltero,F,3,1,,18-25
27504,A,Segemnto_Basico,51,primaria,viudo,F,3,3,,46-55
27505,A,Segemnto_Basico,43,primaria,soltero,M,3,1,,36-45
27506,A,Segemnto_Basico,34,primaria,separado,F,3,4,,26-35
27507,A,Segemnto_Basico,25,primaria,casado,F,3,1,,18-25
27508,A,Segemnto_Basico,40,secundaria,separado,F,2,3,,36-45
27509,A,Segmento_Joven,22,primaria,soltero,M,3,2,,18-25
27510,B,Segmento_Medio,28,tecnico_tecnologico,casado,M,1,3,,26-35
27511,C,Segmento_Alto,43,tecnico_tecnologico,soltero,F,1,4,,36-45
27512,B,Segmento_Medio,55,tecnico_tecnologico,soltero,M,1,1,,46-55
27513,A,Segemnto_Basico,26,primaria,soltero,M,3,3,,26-35
27514,A,Segemnto_Basico,33,primaria,soltero,M,3,4,,26-35
27515,C,Segmento_Medio,56,tecnico_tecnologico,separado,M,1,1,,56-65
27516,A,Segemnto_Basico,63,primaria,casado,F,3,2,,56-65
27517,B,Segmento_Medio,23,tecnico_tecnologico,casado,F,1,3,,18-25
27518,B,Segmento_Medio,62,tecnico_tecnologico,viudo,F,1,3,,56-65
27519,A,Segemnto_Basico,58,primaria,separado,M,3,1,,56-65
27520,A,Segemnto_Basico,64,primaria,separado,M,3,3,,56-65
27521,A,Segemnto_Basico,28,primaria,separado,F,3,3,,26-35
27522,A,Segmento_Joven,19,primaria,soltero,M,3,1,,18-25
27523,C,Segmento_Medio,39,tecnico_tecnologico,casado,M,1,3,,36-45
27524,B,Segmento_Medio,48,tecnico_tecnologico,soltero,M,1,4,,46-55
27525,B,Segmento_Medio,33,tecnico_tecnologico,soltero,F,1,3,,26-35
27526,A,Segemnto_Basico,53,primaria,soltero,F,3,4,,46-55
27527,A,Segmento_Joven,21,primaria,soltero,F,3,4,,18-25
27528,B,Segmento_Medio,52,tecnico_tecnologico,soltero,F,1,2,,46-55
27529,A,Segemnto_Basico,49,primaria,casado,M,3,3,,46-55
27530,A,Segemnto_Basico,59,primaria,viudo,F,3,2,,56-65
27531,A,Segemnto_Basico,46,primaria,casado,M,3,3,,46-55
27532,B,Segmento_Medio,31,secundaria,soltero,F,2,4,,26-35
27533,A,Segemnto_Basico,36,primaria,viudo,F,3,3,,36-45
27534,B,Segmento_Joven,20,tecnico_tecnologico,soltero,F,1,3,,18-25
27535,B,Segmento_Medio,40,tecnico_tecnologico,casado,M,1,4,,36-45
27536,A,Segemnto_Basico,65,primaria,viudo,F,3,4,,56-65
27537,A,Segemnto_Basico,54,primaria,viudo,M,3,2,,46-55
27538,A,Segemnto_Basico,64,primaria,viudo,M,3,3,,56-65
27539,B,Segmento_Medio,22,secundaria,separado,F,2,3,,18-25
27540,B,Segmento_Medio,29,tecnico_tecnologico,soltero,M,1,1,,26-35
27541,A,Segemnto_Basico,64,primaria,soltero,F,3,4,,56-65
27542,A,Segmento_Joven,21,primaria,soltero,F,3,3,,18-25
27543,C,Segmento_Medio,65,tecnico_tecnologico,casado,M,1,3,,56-65
27544,B,Segmento_Medio,40,tecnico_tecnologico,soltero,M,1,3,,36-45
27545,B,Segmento_Medio,25,tecnico_tecnologico,separado,F,1,2,,18-25
27546,A,Segmento_Joven,19,primaria,soltero,F,3,3,,18-25
27547,A,Segemnto_Basico,50,primaria,viudo,F,3,1,,46-55
27548,A,Segemnto_Basico,30,secundaria,soltero,M,2,3,,26-35
27549,B,Segmento_Medio,25,tecnico_tecnologico,separado,F,1,4,,18-25
27550,A,Segemnto_Basico,58,primaria,casado,F,3,2,,56-65
27551,B,Segmento_Medio,45,tecnico_tecnologico,separado,M,1,4,,36-45
27552,C,Segmento_Alto,24,tecnico_tecnologico,viudo,M,1,3,,18-25
27553,A,Segemnto_Basico,56,primaria,separado,M,3,3,,56-65
27554,A,Segemnto_Basico,27,primaria,soltero,F,3,1,,26-35
27555,B,Segmento_Medio,63,secundaria,soltero,M,2,2,,56-65
27556,B,Segmento_Medio,55,tecnico_tecnologico,soltero,F,1,4,,46-55
27557,A,Segemnto_Basico,54,primaria,viudo,F,3,3,,46-55
27558,A,Segemnto_Basico,28,primaria,soltero,F,3,1,,26-35
27559,B,Segmento_Medio,34,tecnico_tecnologico,soltero,F,1,1,,26-35
27560,A,Segemnto_Basico,51,primaria,viudo,F,3,3,,46-55
27561,A,Segemnto_Basico,25,primaria,casado,M,3,1,,18-25
27562,C,Segmento_Medio,59,tecnico_tecnologico,separado,F,1,1,,56-65
27563,B,Segmento_Medio,44,tecnico_tecnologico,separado,M,1,1,,36-45
27564,A,Segemnto_Basico,62,primaria,viudo,F,3,3,,56-65
27565,A,Segemnto_Basico,38,primaria,soltero,M,3,2,,36-45
27566,B,Segmento_Medio,49,secundaria,soltero,M,2,1,,46-55
27567,B,Segmento_Medio,62,tecnico_tecnologico,casado,M,1,4,,56-65
27568,B,Segmento_Medio,19,secundaria,casado,F,2,3,,18-25
27569,A,Segemnto_Basico,47,primaria,soltero,M,3,1,,46-55
27570,A,Segemnto_Basico,35,primaria,soltero,M,3,1,,26-35
27571,A,Segemnto_Basico,57,primaria,casado,M,3,3,,56-65
27572,B,Segmento_Medio,22,secundaria,separado,F,2,3,,18-25
27573,B,Segmento_Medio,61,secundaria,casado,M,2,3,,56-65
27574,A,Segmento_Joven,24,primaria,soltero,F,3,3,,18-25
27575,A,Segemnto_Basico,57,primaria,soltero,M,3,3,,56-65
27576,B,Segmento_Medio,52,tecnico_tecnologico,soltero,F,1,2,,46-55
27577,B,Segmento_Medio,42,tecnico_tecnologico,soltero,F,1,3,,36-45
27578,A,Segmento_Medio,22,primaria,casado,F,3,1,,18-25
27579,A,Segemnto_Basico,39,primaria,viudo,M,3,1,,36-45
27580,B,Segmento_Medio,41,tecnico_tecnologico,separado,F,1,1,,36-45
27581,A,Segemnto_Basico,27,primaria,separado,M,3,3,,26-35
27582,B,Segmento_Medio,57,tecnico_tecnologico,separado,F,1,4,,56-65
27583,A,Segemnto_Basico,49,primaria,separado,F,3,4,,46-55
27584,B,Segmento_Medio,32,secundaria,separado,M,2,3,,26-35
27585,A,Segemnto_Basico,34,primaria,soltero,F,3,4,,26-35
27586,B,Segmento_Medio,41,tecnico_tecnologico,soltero,F,1,3,,36-45
27587,A,Segemnto_Basico,26,primaria,soltero,F,3,2,,26-35
27588,A,Segemnto_Basico,25,primaria,casado,M,3,2,,18-25
27589,C,Segmento_Joven,18,tecnico_tecnologico,soltero,F,1,1,,18-25
27590,B,Segmento_Medio,28,tecnico_tecnologico,soltero,F,1,1,,26-35
27591,A,Segemnto_Basico,53,primaria,soltero,M,3,4,,46-55
27592,A,Segemnto_Basico,57,primaria,viudo,M,3,4,,56-65
27593,B,Segmento_Medio,27,tecnico_tecnologico,separado,F,1,3,,26-35
27594,A,Segemnto_Basico,54,primaria,separado,M,3,4,,46-55
27595,B,Segmento_Joven,21,tecnico_tecnologico,soltero,F,1,4,,18-25
27596,A,Segemnto_Basico,48,primaria,soltero,F,3,1,,46-55
27597,A,Segemnto_Basico,43,primaria,soltero,M,3,2,,36-45
27598,A,Segemnto_Basico,38,primaria,viudo,M,3,1,,36-45
27599,B,Segmento_Medio,56,secundaria,soltero,M,2,2,,56-65
27600,A,Segemnto_Basico,45,primaria,viudo,M,3,1,,36-45
27601,A,Segemnto_Basico,56,primaria,soltero,M,3,2,,56-65
27602,A,Segemnto_Basico,61,primaria,soltero,F,3,2,,56-65
27603,B,Segmento_Medio,62,tecnico_tecnologico,soltero,F,1,3,,56-65
27604,B,Segmento_Medio,34,tecnico_tecnologico,casado,M,1,4,,26-35
